Time[s], igniter, large, small, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
0.000000000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.327972750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.403378000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.403555250000000, 1, 1, 1, 1, 1, 1, 1, 1
1.403555500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.403555750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.456009500000000, 1, 0, 1, 1, 1, 1, 1, 1
1.456194000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.485174000000000, 0, 0, 0, 1, 1, 1, 1, 1
1.498496500000000, 0, 1, 0, 1, 1, 1, 1, 1
1.498788000000000, 1, 1, 0, 1, 1, 1, 1, 1
1.515939250000000, 1, 0, 0, 1, 1, 1, 1, 1
1.516037000000000, 0, 0, 0, 1, 1, 1, 1, 1
1.541282750000000, 0, 1, 0, 1, 1, 1, 1, 1
1.541458000000000, 1, 1, 0, 1, 1, 1, 1, 1
1.555501000000000, 1, 0, 0, 1, 1, 1, 1, 1
1.555690750000000, 0, 0, 0, 1, 1, 1, 1, 1
1.566568250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.575998500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.576291750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.588078000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.588200500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.605666750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.605841000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.616217750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.616313750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.624607500000000, 0, 0, 0, 1, 1, 1, 1, 1
1.631964250000000, 0, 1, 0, 1, 1, 1, 1, 1
1.632138250000000, 1, 1, 0, 1, 1, 1, 1, 1
1.641720000000000, 1, 0, 0, 1, 1, 1, 1, 1
1.641815000000000, 0, 0, 0, 1, 1, 1, 1, 1
1.656627500000000, 0, 1, 0, 1, 1, 1, 1, 1
1.656799500000000, 1, 1, 0, 1, 1, 1, 1, 1
1.666047500000000, 1, 0, 0, 1, 1, 1, 1, 1
1.666204250000000, 0, 0, 0, 1, 1, 1, 1, 1
1.673489000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.680730000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.680904750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.690186750000000, 1, 0, 1, 1, 1, 1, 1, 1
1.690285250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.704971000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.705145750000000, 1, 1, 1, 1, 1, 1, 1, 1
1.714502000000000, 1, 0, 1, 1, 1, 1, 1, 1
1.714594500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.722156500000000, 0, 0, 0, 1, 1, 1, 1, 1
1.729441750000000, 0, 1, 0, 1, 1, 1, 1, 1
1.729615000000000, 1, 1, 0, 1, 1, 1, 1, 1
1.739326750000000, 1, 0, 0, 1, 1, 1, 1, 1
1.739419750000000, 0, 0, 0, 1, 1, 1, 1, 1
1.754843750000000, 0, 1, 0, 1, 1, 1, 1, 1
1.755016250000000, 1, 1, 0, 1, 1, 1, 1, 1
1.765175750000000, 1, 0, 0, 1, 1, 1, 1, 1
1.765273000000000, 0, 0, 0, 1, 1, 1, 1, 1
1.765283750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.765284000000000, 0, 0, 0, 1, 1, 1, 1, 1
1.773409000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.781539250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.781793500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.792410250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.792510250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.809587250000000, 0, 1, 1, 1, 1, 1, 1, 1
1.809847000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.820765250000000, 1, 0, 1, 1, 1, 1, 1, 1
1.820863750000000, 0, 0, 1, 1, 1, 1, 1, 1
1.829760500000000, 0, 0, 0, 1, 1, 1, 1, 1
1.838346250000000, 0, 1, 0, 1, 1, 1, 1, 1
1.843544500000000, 1, 1, 0, 1, 1, 1, 1, 1
1.848797000000000, 0, 1, 0, 1, 1, 1, 1, 1
1.849929750000000, 0, 0, 0, 1, 1, 1, 1, 1
1.868481750000000, 0, 1, 0, 1, 1, 1, 1, 1
1.873449750000000, 1, 1, 0, 1, 1, 1, 1, 1
1.878574500000000, 0, 1, 0, 1, 1, 1, 1, 1
1.880742750000000, 0, 0, 0, 1, 1, 1, 1, 1
1.890764250000000, 0, 0, 1, 1, 1, 1, 1, 1
1.900625500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.907375500000000, 1, 1, 1, 1, 1, 1, 1, 1
1.912084000000000, 0, 1, 1, 1, 1, 1, 1, 1
1.913712000000000, 0, 0, 1, 1, 1, 1, 1, 1
1.934973500000000, 0, 1, 1, 1, 1, 1, 1, 1
1.942249000000000, 1, 1, 1, 1, 1, 1, 1, 1
1.946873750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.949033500000000, 0, 0, 1, 1, 1, 1, 1, 1
1.960699500000000, 0, 0, 0, 1, 1, 1, 1, 1
1.971548750000000, 0, 1, 0, 1, 1, 1, 1, 1
1.980387000000000, 1, 1, 0, 1, 1, 1, 1, 1
1.985215500000000, 0, 1, 0, 1, 1, 1, 1, 1
1.985226750000000, 0, 1, 1, 1, 1, 1, 1, 1
1.985227000000000, 0, 1, 0, 1, 1, 1, 1, 1
1.986021500000000, 0, 0, 0, 1, 1, 1, 1, 1
2.009392500000000, 0, 1, 0, 1, 1, 1, 1, 1
2.018840750000000, 1, 1, 0, 1, 1, 1, 1, 1
2.023685500000000, 0, 1, 0, 1, 1, 1, 1, 1
2.025039000000000, 0, 0, 0, 1, 1, 1, 1, 1
2.037967250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.050458500000000, 0, 1, 1, 1, 1, 1, 1, 1
2.061015000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.066123500000000, 0, 1, 1, 1, 1, 1, 1, 1
2.067072000000000, 0, 0, 1, 1, 1, 1, 1, 1
2.094279000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.105797000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.111077750000000, 0, 1, 1, 1, 1, 1, 1, 1
2.112538250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.127926750000000, 0, 0, 0, 1, 1, 1, 1, 1
2.142758750000000, 0, 1, 0, 1, 1, 1, 1, 1
2.155867500000000, 1, 1, 0, 1, 1, 1, 1, 1
2.161440250000000, 0, 1, 0, 1, 1, 1, 1, 1
2.163554250000000, 0, 0, 0, 1, 1, 1, 1, 1
2.198364500000000, 0, 1, 0, 1, 1, 1, 1, 1
2.213918250000000, 1, 1, 0, 1, 1, 1, 1, 1
2.219999000000000, 0, 1, 0, 1, 1, 1, 1, 1
2.221899500000000, 0, 0, 0, 1, 1, 1, 1, 1
2.241773500000000, 0, 0, 1, 1, 1, 1, 1, 1
2.259944500000000, 0, 1, 1, 1, 1, 1, 1, 1
2.276841500000000, 1, 1, 1, 1, 1, 1, 1, 1
2.284026000000000, 0, 1, 1, 1, 1, 1, 1, 1
2.284257750000000, 0, 0, 1, 1, 1, 1, 1, 1
2.323598750000000, 0, 1, 1, 1, 1, 1, 1, 1
2.340960500000000, 1, 1, 1, 1, 1, 1, 1, 1
2.348965000000000, 1, 0, 1, 1, 1, 1, 1, 1
2.349477250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.370422000000000, 0, 0, 0, 1, 1, 1, 1, 1
2.389948750000000, 0, 1, 0, 1, 1, 1, 1, 1
2.408207750000000, 1, 1, 0, 1, 1, 1, 1, 1
2.416592750000000, 1, 0, 0, 1, 1, 1, 1, 1
2.417252500000000, 0, 0, 0, 1, 1, 1, 1, 1
2.460963000000000, 0, 1, 0, 1, 1, 1, 1, 1
2.480459250000000, 1, 1, 0, 1, 1, 1, 1, 1
2.492616250000000, 1, 0, 0, 1, 1, 1, 1, 1
2.493184250000000, 0, 0, 0, 1, 1, 1, 1, 1
2.519198250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.542310250000000, 0, 1, 1, 1, 1, 1, 1, 1
2.542490250000000, 1, 1, 1, 1, 1, 1, 1, 1
2.573299250000000, 1, 0, 1, 1, 1, 1, 1, 1
2.573392000000000, 0, 0, 1, 1, 1, 1, 1, 1
2.620408500000000, 0, 1, 1, 1, 1, 1, 1, 1
2.620582000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.649369000000000, 1, 0, 1, 1, 1, 1, 1, 1
2.649463750000000, 0, 0, 1, 1, 1, 1, 1, 1
2.673843500000000, 0, 0, 0, 1, 1, 1, 1, 1
2.695366750000000, 0, 1, 0, 1, 1, 1, 1, 1
2.695541750000000, 1, 1, 0, 1, 1, 1, 1, 1
2.725084250000000, 1, 0, 0, 1, 1, 1, 1, 1
2.725259500000000, 0, 0, 0, 1, 1, 1, 1, 1
2.767394750000000, 0, 1, 0, 1, 1, 1, 1, 1
2.767569250000000, 1, 1, 0, 1, 1, 1, 1, 1
2.792074500000000, 1, 0, 0, 1, 1, 1, 1, 1
2.792298750000000, 0, 0, 0, 1, 1, 1, 1, 1
2.812234250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.829088500000000, 0, 1, 1, 1, 1, 1, 1, 1
2.829364250000000, 1, 1, 1, 1, 1, 1, 1, 1
2.851379250000000, 1, 0, 1, 1, 1, 1, 1, 1
2.851477500000000, 0, 0, 1, 1, 1, 1, 1, 1
2.886376750000000, 0, 1, 1, 1, 1, 1, 1, 1
2.886559000000000, 1, 1, 1, 1, 1, 1, 1, 1
2.908328500000000, 1, 0, 1, 1, 1, 1, 1, 1
2.908428250000000, 0, 0, 1, 1, 1, 1, 1, 1
2.926307250000000, 0, 0, 0, 1, 1, 1, 1, 1
2.941331250000000, 0, 1, 0, 1, 1, 1, 1, 1
2.955806250000000, 1, 1, 0, 1, 1, 1, 1, 1
2.961489750000000, 1, 0, 0, 1, 1, 1, 1, 1
2.961930750000000, 0, 0, 0, 1, 1, 1, 1, 1
2.961940750000000, 0, 0, 1, 1, 1, 1, 1, 1
2.961941000000000, 0, 0, 0, 1, 1, 1, 1, 1
2.992781000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.006328500000000, 1, 1, 0, 1, 1, 1, 1, 1
3.012196250000000, 1, 0, 0, 1, 1, 1, 1, 1
3.012409250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.028259500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.042763500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.056039000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.061629250000000, 1, 0, 1, 1, 1, 1, 1, 1
3.061783750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.090973250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.103993250000000, 1, 1, 1, 1, 1, 1, 1, 1
3.109015500000000, 1, 0, 1, 1, 1, 1, 1, 1
3.109118000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.123880500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.137489500000000, 0, 1, 0, 1, 1, 1, 1, 1
3.149963500000000, 1, 1, 0, 1, 1, 1, 1, 1
3.155383250000000, 1, 0, 0, 1, 1, 1, 1, 1
3.155412250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.183436750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.195641750000000, 1, 1, 0, 1, 1, 1, 1, 1
3.201031750000000, 1, 0, 0, 1, 1, 1, 1, 1
3.201054500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.215338250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.228408250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.240208000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.245245500000000, 1, 0, 1, 1, 1, 1, 1, 1
3.245344500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.271385250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.282698000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.287613500000000, 1, 0, 1, 1, 1, 1, 1, 1
3.287778500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.300882500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.313203000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.324144000000000, 1, 1, 0, 1, 1, 1, 1, 1
3.329236500000000, 0, 1, 0, 1, 1, 1, 1, 1
3.329472000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.355105750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.366094000000000, 1, 1, 0, 1, 1, 1, 1, 1
3.371254750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.371418250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.384650250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.396990000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.407888000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.412983250000000, 1, 0, 1, 1, 1, 1, 1, 1
3.413048750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.438211250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.448958000000000, 1, 1, 1, 1, 1, 1, 1, 1
3.454014750000000, 0, 1, 1, 1, 1, 1, 1, 1
3.454210750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.467336750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.479561750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.490368000000000, 1, 1, 0, 1, 1, 1, 1, 1
3.495496750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.495506500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.495506750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.495832500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.521852750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.532962000000000, 1, 1, 0, 1, 1, 1, 1, 1
3.538146750000000, 0, 1, 0, 1, 1, 1, 1, 1
3.538926500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.552891750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.565883250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.577620250000000, 1, 1, 1, 1, 1, 1, 1, 1
3.582790750000000, 1, 0, 1, 1, 1, 1, 1, 1
3.582848750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.592967500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.592969500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.592972500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.592972750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.595580000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.595581500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.595581750000000, 0, 1, 1, 1, 1, 1, 1, 1
3.595582250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.609822250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.628126750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.632901000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.633584000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.634695750000000, 0, 1, 1, 1, 1, 1, 1, 1
3.635417750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.636407500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.649013250000000, 0, 1, 0, 1, 1, 1, 1, 1
3.649378000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.651251000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.651800000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.653396000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.653779750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.654026500000000, 0, 1, 0, 1, 1, 1, 1, 1
3.654362750000000, 0, 1, 1, 1, 1, 1, 1, 1
3.654456000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.654664250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.655762500000000, 0, 1, 0, 1, 1, 1, 1, 1
3.656165250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.656600250000000, 0, 1, 0, 1, 1, 1, 1, 1
3.656930000000000, 0, 1, 1, 1, 1, 1, 1, 1
3.656936000000000, 0, 1, 0, 1, 1, 1, 1, 1
3.658515500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.658803750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.659180250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.659464500000000, 0, 1, 0, 1, 1, 1, 1, 1
3.659675000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.659834250000000, 0, 1, 0, 1, 1, 1, 1, 1
3.661077750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.661363750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.661558750000000, 0, 1, 1, 1, 1, 1, 1, 1
3.661763000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.661920250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.662215250000000, 0, 1, 0, 1, 1, 1, 1, 1
3.662328750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.663972750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.664116500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.664627750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.664762000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.666723000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.666934250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.667515250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.667656750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.667660750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.667661000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.669120250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.669120500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.669129000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.669129500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.669130750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.669131000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.669131250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.669131500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.669132500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.669707500000000, 0, 1, 1, 1, 1, 1, 1, 1
3.670590250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.670592250000000, 0, 1, 1, 1, 1, 1, 1, 1
3.670592750000000, 0, 0, 1, 1, 1, 1, 1, 1
3.670798250000000, 0, 0, 0, 1, 1, 1, 1, 1
3.670803500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.670803750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.672627000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.672628000000000, 0, 0, 0, 1, 1, 1, 1, 1
3.672631000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673339750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.673340000000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673348500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.673355500000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673355750000000, 0, 0, 0, 1, 1, 1, 1, 1
3.673357250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673357500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.673368250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673368500000000, 0, 0, 0, 1, 1, 1, 1, 1
3.673374250000000, 0, 0, 1, 1, 1, 1, 1, 1
3.673374500000000, 0, 0, 0, 1, 1, 1, 1, 1
4.750122250000000, 0, 1, 1, 1, 1, 1, 1, 1
4.750122500000000, 0, 0, 0, 1, 1, 1, 1, 1
4.756274250000000, 0, 0, 1, 1, 1, 1, 1, 1
4.756274500000000, 0, 0, 0, 1, 1, 1, 1, 1
4.834664000000000, 1, 0, 0, 1, 1, 1, 1, 1
4.834703750000000, 0, 0, 0, 1, 1, 1, 1, 1
4.997205750000000, 0, 1, 0, 1, 1, 1, 1, 1
5.061445500000000, 0, 0, 0, 1, 1, 1, 1, 1
5.103975000000000, 0, 0, 1, 1, 1, 1, 1, 1
5.134841250000000, 0, 1, 1, 1, 1, 1, 1, 1
5.135018500000000, 1, 1, 1, 1, 1, 1, 1, 1
5.178698750000000, 1, 0, 1, 1, 1, 1, 1, 1
5.178880500000000, 0, 0, 1, 1, 1, 1, 1, 1
5.223964250000000, 0, 1, 1, 1, 1, 1, 1, 1
5.224194499999999, 1, 1, 1, 1, 1, 1, 1, 1
5.243397499999999, 1, 0, 1, 1, 1, 1, 1, 1
5.243495500000000, 0, 0, 1, 1, 1, 1, 1, 1
5.259030999999999, 0, 0, 0, 1, 1, 1, 1, 1
5.271314750000000, 0, 1, 0, 1, 1, 1, 1, 1
5.271492750000000, 1, 1, 0, 1, 1, 1, 1, 1
5.286904750000000, 1, 0, 0, 1, 1, 1, 1, 1
5.286997749999999, 0, 0, 0, 1, 1, 1, 1, 1
5.308739999999999, 0, 1, 0, 1, 1, 1, 1, 1
5.308990500000000, 1, 1, 0, 1, 1, 1, 1, 1
5.321543250000000, 1, 0, 0, 1, 1, 1, 1, 1
5.321639250000000, 0, 0, 0, 1, 1, 1, 1, 1
5.331413500000000, 0, 0, 1, 1, 1, 1, 1, 1
5.340018499999999, 0, 1, 1, 1, 1, 1, 1, 1
5.340196000000000, 1, 1, 1, 1, 1, 1, 1, 1
5.351115750000000, 1, 0, 1, 1, 1, 1, 1, 1
5.351208750000000, 0, 0, 1, 1, 1, 1, 1, 1
5.367837250000000, 0, 1, 1, 1, 1, 1, 1, 1
5.368013250000000, 1, 1, 1, 1, 1, 1, 1, 1
5.378149750000000, 1, 0, 1, 1, 1, 1, 1, 1
5.378242000000000, 0, 0, 1, 1, 1, 1, 1, 1
5.386334000000000, 0, 0, 0, 1, 1, 1, 1, 1
5.393615250000000, 0, 1, 0, 1, 1, 1, 1, 1
5.393790500000000, 1, 1, 0, 1, 1, 1, 1, 1
5.403301000000000, 1, 0, 0, 1, 1, 1, 1, 1
5.403399250000000, 0, 0, 0, 1, 1, 1, 1, 1
5.418031000000000, 0, 1, 0, 1, 1, 1, 1, 1
5.418203750000000, 1, 1, 0, 1, 1, 1, 1, 1
5.427373500000000, 1, 0, 0, 1, 1, 1, 1, 1
5.427472499999999, 0, 0, 0, 1, 1, 1, 1, 1
5.434734000000000, 0, 0, 1, 1, 1, 1, 1, 1
5.441848500000000, 0, 1, 1, 1, 1, 1, 1, 1
5.442021000000000, 1, 1, 1, 1, 1, 1, 1, 1
